Blues: Warrior: 10 Archer: 10 Commander: 1 Reds: Warrior: 10 Archer: 10 Commander: 1 ;
Blues: Warrior: 10 Archer: 10 Commander: 1 Reds: Warrior: 10 Archer: 10 Commander: 1 ;
Blues: Warrior: 10 Archer: 10 Commander: 1 Reds: Warrior: 10 Archer: 10 Commander: 1 ;
Blues: Warrior: 10 Archer: 10 Commander: 1 Reds: Warrior: 10 Archer: 10 Commander: 1 ;
Blues: Warrior: 10 Archer: 10 Commander: 1 Reds: Warrior: 10 Archer: 10 Commander: 1 ;
Blues: Warrior: 10 Archer: 10 Commander: 1 Reds: Warrior: 10 Archer: 10 Commander: 1 ;
Blues: Warrior: 10 Archer: 10 Commander: 1 Reds: Warrior: 10 Archer: 10 Commander: 1 ;
Blues: Warrior: 10 Archer: 10 Commander: 1 Reds: Warrior: 10 Archer: 10 Commander: 1 ;
Blues: Warrior: 10 Archer: 10 Commander: 1 Reds: Warrior: 10 Archer: 10 Commander: 1 ;
Blues: Warrior: 10 Archer: 10 Commander: 1 Reds: Warrior: 10 Archer: 10 Commander: 1 ;
Blues: Warrior: 10 Archer: 10 Commander: 1 Reds: Warrior: 10 Archer: 10 Commander: 1 ;
Blues: Warrior: 10 Archer: 10 Commander: 1 Reds: Warrior: 10 Archer: 10 Commander: 1 ;
Blues: Warrior: 10 Archer: 10 Commander: 1 Reds: Warrior: 10 Archer: 10 Commander: 1 ;
Blues: Warrior: 10 Archer: 10 Commander: 1 Reds: Warrior: 10 Archer: 10 Commander: 1 ;
Blues: Warrior: 10 Archer: 10 Commander: 1 Reds: Warrior: 10 Archer: 10 Commander: 1 ;
Blues: Warrior: 10 Archer: 10 Commander: 1 Reds: Warrior: 10 Archer: 10 Commander: 1 ;
Blues: Warrior: 10 Archer: 10 Commander: 1 Reds: Warrior: 10 Archer: 10 Commander: 1 ;
Blues: Warrior: 10 Archer: 10 Commander: 1 Reds: Warrior: 10 Archer: 10 Commander: 1 ;
Blues: Warrior: 10 Archer: 10 Commander: 1 Reds: Warrior: 10 Archer: 10 Commander: 1 ;
Blues: Warrior: 10 Archer: 10 Commander: 1 Reds: Warrior: 10 Archer: 10 Commander: 1 ;
Blues: Warrior: 10 Archer: 10 Commander: 1 Reds: Warrior: 10 Archer: 10 Commander: 1 ;
Blues: Warrior: 10 Archer: 10 Commander: 1 Reds: Warrior: 10 Archer: 10 Commander: 1 ;
Blues: Warrior: 10 Archer: 10 Commander: 1 Reds: Warrior: 10 Archer: 10 Commander: 1 ;
Blues: Warrior: 10 Archer: 10 Commander: 1 Reds: Warrior: 10 Archer: 10 Commander: 1 ;
Blues: Warrior: 10 Archer: 10 Commander: 1 Reds: Warrior: 10 Archer: 10 Commander: 1 ;
Blues: Warrior: 10 Archer: 10 Commander: 1 Reds: Warrior: 10 Archer: 10 Commander: 1 ;
Blues: Warrior: 10 Archer: 10 Commander: 1 Reds: Warrior: 10 Archer: 10 Commander: 1 ;
Blues: Warrior: 10 Archer: 10 Commander: 1 Reds: Warrior: 10 Archer: 10 Commander: 1 ;
Blues: Warrior: 10 Archer: 10 Commander: 1 Reds: Warrior: 10 Archer: 10 Commander: 1 ;
Blues: Warrior: 10 Archer: 10 Commander: 1 Reds: Warrior: 10 Archer: 10 Commander: 1 ;
Blues: Warrior: 10 Archer: 10 Commander: 1 Reds: Warrior: 10 Archer: 10 Commander: 1 ;
Blues: Warrior: 10 Archer: 10 Commander: 1 Reds: Warrior: 10 Archer: 10 Commander: 1 ;
Blues: Warrior: 10 Archer: 10 Commander: 1 Reds: Warrior: 10 Archer: 10 Commander: 1 ;
Blues: Warrior: 10 Archer: 10 Commander: 1 Reds: Warrior: 10 Archer: 10 Commander: 1 ;
Blues: Warrior: 10 Archer: 10 Commander: 1 Reds: Warrior: 10 Archer: 10 Commander: 1 ;
Blues: Warrior: 10 Archer: 10 Commander: 1 Reds: Warrior: 10 Archer: 10 Commander: 1 ;
Blues: Warrior: 10 Archer: 10 Commander: 1 Reds: Warrior: 10 Archer: 10 Commander: 1 ;
Blues: Warrior: 10 Archer: 10 Commander: 1 Reds: Warrior: 10 Archer: 10 Commander: 1 ;
